palabra,idioma
:,euskara
«Batuaren,euskara
eraginez,euskara
euskalkiak,euskara
"""gipuzkoartzen""»",euskara
",",euskara
Argia,euskara
",",euskara
2008-10-12.,euskara
↑,euskara
Olaizola,euskara
"Iguiñiz,",euskara
Juan,euskara
María,euskara
"de,",euskara
1921-.,euskara
([1993]).,euskara
Historia,euskara
del,euskara
protestantismo,euskara
en,euskara
el,euskara
País,euskara
Vasco,euskara
:,euskara
el,euskara
Reino,euskara
de,euskara
Navarra,euskara
en,euskara
la,euskara
encrucijada,euskara
de,euskara
su,euskara
historia.,euskara
Pamiela,euskara
ISBN,euskara
8476811330,euskara
.,euskara
PMC,euskara
39465115,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-08),euskara
.,euskara
↑,euskara
"Maruri,",euskara
Ibai.,euskara
(2011-02-24).,euskara
«Gutxiengoen,euskara
erlijio,euskara
komunitateek,euskara
214,euskara
egoitza,euskara
dituzte,euskara
EAEn»,euskara
Berria,euskara
.,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
↑,euskara
(Gaztelaniaz),euskara
ctxt.,euskara
«“Es,euskara
el,euskara
momento,euskara
de,euskara
que,euskara
el,euskara
Opus,euskara
Dei,euskara
aprenda,euskara
a,euskara
convivir,euskara
con,euskara
gobiernos,euskara
de,euskara
signo,euskara
diferente”»,euskara
ctxt.es,euskara
|,euskara
Contexto,euskara
y,euskara
Acción,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-13),euskara
.,euskara
↑,euskara
«Wayback,euskara
Machine»,euskara
web.archive.org,euskara
2011-07-28,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-13),euskara
.,euskara
↑,euskara
«Interactivo:,euskara
Creencias,euskara
y,euskara
prácticas,euskara
religiosas,euskara
en,euskara
España»,euskara
La,euskara
Vanguardia,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-13),euskara
.,euskara
↑,euskara
"Avila,",euskara
Urko,euskara
Apaolaza.,euskara
(2012-10-14).,euskara
«Foruzaletasunaren,euskara
abaroan»,euskara
Argia,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-04),euskara
.,euskara
↑,euskara
"«‘Kontzertismoa’,",euskara
beste,euskara
behin,euskara
|,euskara
Angelu,euskara
itsua»,euskara
www.argia.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-04),euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
"García,",euskara
Sara,euskara
Hidalgo.,euskara
(2015).,euskara
«Emociones,euskara
socialistas,euskara
en,euskara
la,euskara
huelga,euskara
minera,euskara
de,euskara
1890.,euskara
La,euskara
formación,euskara
de,euskara
la,euskara
conciencia,euskara
de,euskara
clase,euskara
y,euskara
el,euskara
giro,euskara
emocional,euskara
/,euskara
Socialist,euskara
Emotions,euskara
during,euskara
the,euskara
Miner’,euskara
Strike,euskara
of,euskara
1890.,euskara
The,euskara
Formation,euskara
of,euskara
Class,euskara
Consciousness,euskara
and,euskara
the,euskara
Emotional,euskara
Turn»,euskara
Historiografías,euskara
:,euskara
31–48.,euskara
doi,euskara
:,euskara
10.26754/ojs_historiografias/hrht.2015102389,euskara
.,euskara
ISSN,euskara
2174-4289,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-04),euskara
.,euskara
↑,euskara
"Ansel,",euskara
Dario,euskara
1979-.,euskara
(2011).,euskara
ELA,euskara
en,euskara
la,euskara
Segunda,euskara
República,euskara
:,euskara
"""evolución",euskara
"sindicalista""",euskara
de,euskara
una,euskara
organización,euskara
obrera.,euskara
(1ª,euskara
ed.,euskara
de,euskara
Txalaparta.,euskara
argitaraldia),euskara
Txalaparta,euskara
ISBN,euskara
9788481364828,euskara
.,euskara
PMC,euskara
796299027,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-04),euskara
.,euskara
↑,euskara
"Geneva,",euskara
Enekoitz,euskara
Esnaola-.,euskara
«Ofiziala,euskara
da:,euskara
bukatu,euskara
du,euskara
ETAk»,euskara
Berria,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-04),euskara
.,euskara
↑,euskara
www.sabinetxea.org,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-9),euskara
.,euskara
↑,euskara
«Berrikusketak»,euskara
www.euskonews.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-19),euskara
.,euskara
↑,euskara
«POR,euskara
ALGO,euskara
SABINO,euskara
ARANA,euskara
LLAMÓ,euskara
EUZKADI,euskara
A,euskara
LA,euskara
EUSKAL,euskara
HERRIA,euskara
CARLISTA»,euskara
Iñaki,euskara
Anasagasti,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-19),euskara
.,euskara
↑,euskara
"Nabea,",euskara
Joan,euskara
Mari,euskara
Torrealdai.,euskara
(1999).,euskara
La,euskara
censura,euskara
de,euskara
Franco,euskara
y,euskara
el,euskara
tema,euskara
vasco.,euskara
ISBN,euskara
9788471733498,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-19),euskara
.,euskara
↑,euskara
"Larramendi,",euskara
Manuel.,euskara
(1983).,euskara
Sobre,euskara
los,euskara
fueros,euskara
de,euskara
Guipúzcoa,euskara
:,euskara
conferencias,euskara
"curiosas,",euskara
"políticas,",euskara
legales,euskara
y,euskara
morales,euskara
sobre,euskara
los,euskara
fueros,euskara
de,euskara
la,euskara
M.N.,euskara
y,euskara
M.L.,euskara
provincia,euskara
de,euskara
Guipúzcoa.,euskara
Sociedad,euskara
Guipuzcoana,euskara
de,euskara
Ediciones,euskara
y,euskara
Publicaciones,euskara
ISBN,euskara
8471730839,euskara
.,euskara
PMC,euskara
850822497,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-19),euskara
.,euskara
↑,euskara
«NUEVA,euskara
FENICIA,euskara
-,euskara
Auñamendi,euskara
Eusko,euskara
Entziklopedia»,euskara
aunamendi.eusko-ikaskuntza.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-19),euskara
.,euskara
↑,euskara
"Albertos,",euskara
J.,euskara
F..,euskara
(2002).,euskara
«Votar,euskara
en,euskara
dos,euskara
dimensiones:,euskara
el,euskara
precio,euskara
del,euskara
nacionalismo,euskara
y,euskara
la,euskara
ideología,euskara
en,euskara
el,euskara
comportamiento,euskara
electoral,euskara
"vasco,",euskara
1993-2001»,euskara
Revista,euskara
Española,euskara
de,euskara
Ciencia,euskara
Política,euskara
6:,euskara
153-181.,euskara
.,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
↑,euskara
(Gaztelaniaz),euskara
"Arana,",euskara
Luis,euskara
.,euskara
(1930).,euskara
Las,euskara
banderas,euskara
de,euskara
los,euskara
ex-Estados,euskara
históricos,euskara
vascos,euskara
o,euskara
regiones,euskara
autónomas.,euskara
in:,euskara
Apuntes,euskara
para,euskara
la,euskara
historia,euskara
del,euskara
nacionalismo,euskara
vasco,euskara
.,euskara
.,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
↑,euskara
(Ingelesez),euskara
Flags,euskara
of,euskara
the,euskara
World.,euskara
Basque,euskara
Country,euskara
(Spain).,euskara
.,euskara
↑,euskara
Menendez,euskara
"Pidal,",euskara
Faustino;,euskara
Martínez,euskara
de,euskara
"Aguirre,",euskara
Javier.,euskara
(2000).,euskara
«Para,euskara
saber,euskara
más».,euskara
El,euskara
Escudo,euskara
de,euskara
Armas,euskara
de,euskara
Navarra.,euskara
Nafarroako,euskara
Gobernua,euskara
ISBN,euskara
84-235-2016-1,euskara
.,euskara
.,euskara
↑,euskara
Esparza,euskara
"Libar,",euskara
Andoni.,euskara
«Euskal,euskara
Herriak,euskara
ez,euskara
du,euskara
himnorik»,euskara
(pdf),euskara
Berria,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-09),euskara
.,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
↑,euskara
Auñamendi,euskara
Eusko,euskara
Entziklopedia,euskara
.,euskara
Lauburua.,euskara
.,euskara
↑,euskara
(Ingelesez),euskara
Use,euskara
of,euskara
coal,euskara
in,euskara
the,euskara
Bronze,euskara
Age,euskara
in,euskara
China.,euskara
",",euskara
525–530,euskara
or.,euskara
.,euskara
↑,euskara
(Ingelesez),euskara
"Mattusch,",euskara
Carol.,euskara
(2008).,euskara
Metalworking,euskara
and,euskara
Tools,euskara
-,euskara
The,euskara
Oxford,euskara
Handbook,euskara
of,euskara
Engineering,euskara
and,euskara
Technology,euskara
in,euskara
the,euskara
Classical,euskara
World.,euskara
Oxford,euskara
University,euskara
"Press,",euskara
418,euskara
or.,euskara
ISBN,euskara
978-0-19-518731-1,euskara
.,euskara
.,euskara
↑,euskara
(Ingelesez),euskara
"Smith,",euskara
A.,euskara
H.,euskara
V..,euskara
(1997).,euskara
Provenance,euskara
of,euskara
Coals,euskara
from,euskara
Roman,euskara
Sites,euskara
in,euskara
England,euskara
and,euskara
Wales.,euskara
"Britannia,",euskara
"vol.28,",euskara
297–324,euskara
or.,euskara
.,euskara
↑,euskara
«178/2015,euskara
"DEKRETUA,",euskara
irailaren,euskara
"22koa,",euskara
Euskal,euskara
Autonomia,euskara
Erkidegoko,euskara
arlo,euskara
publikoaren,euskara
jasangarritasun,euskara
energetikoari,euskara
buruzkoa.»,euskara
euskadi.eus,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
"Kamino,",euskara
Pello,euskara
Zubiria.,euskara
(2007-06-10).,euskara
«Klima,euskara
erabat,euskara
hondatu,euskara
aurretik,euskara
petrolioa,euskara
bukatu?»,euskara
Argia,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
"Kamino,",euskara
Pello,euskara
Zubiria.,euskara
(2018-10-07).,euskara
«Chevron-Ekuador:,euskara
epaile,euskara
pribatuek,euskara
honela,euskara
menderatu,euskara
dute,euskara
estatua»,euskara
Argia,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
"Kamino,",euskara
Pello,euskara
Zubiria.,euskara
(2016-04-05).,euskara
«Zientoka,euskara
"militante,",euskara
petrolio,euskara
multinazionalen,euskara
Paueko,euskara
biltzarra,euskara
oztopatu,euskara
nahian»,euskara
Argia,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
"Kamino,",euskara
Pello,euskara
Zubiria.,euskara
(2019-03-31).,euskara
«Geoingeniaritza,euskara
nola,euskara
arautu,euskara
erregai,euskara
fosilen,euskara
ugazabek,euskara
klima,euskara
are,euskara
gehiago,euskara
honda,euskara
ez,euskara
dezaten»,euskara
Argia,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
"Kamino,",euskara
Pello,euskara
Zubiria.,euskara
(2018-03-01).,euskara
«Frantziako,euskara
zentral,euskara
nuklearren,euskara
segurtasunik,euskara
eza,euskara
agerian,euskara
utzi,euskara
zuten,euskara
Greenpeaceko,euskara
kideentzat,euskara
espetxe,euskara
zigorra»,euskara
Argia,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
"Kamino,",euskara
Pello,euskara
Zubiria.,euskara
(2018-02-07).,euskara
«Ikusi,euskara
Fukushimako,euskara
2.,euskara
erreaktore,euskara
izorratua,euskara
eta,euskara
bere,euskara
'corium'-a:,euskara
hondamendi,euskara
nuklearraren,euskara
froga»,euskara
Argia,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
"Kamino,",euskara
Pello,euskara
Zubiria.,euskara
(2017-11-21).,euskara
«Errusiak,euskara
lehenbizikoz,euskara
aitortu,euskara
du,euskara
irail,euskara
amaierako,euskara
kutsadura,euskara
erradioaktibo,euskara
handia»,euskara
Argia,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
"Kamino,",euskara
Pello,euskara
Zubiria.,euskara
(2018-03-05).,euskara
«Buren,euskara
jarraitzen,euskara
du,euskara
zabortegi,euskara
nuklearraren,euskara
aurkako,euskara
erresistentziak:,euskara
berriro,euskara
basoa,euskara
okupatzen,euskara
saiatu,euskara
dira»,euskara
Argia,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
"Elizondo,",euskara
Edurne.,euskara
««Kaltea,euskara
eginen,euskara
"luke,",euskara
eta,euskara
ez,euskara
da,euskara
beharrezkoa»»,euskara
Berria,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
«GURE,euskara
PROIEKTUAK»,euskara
I-ENER,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
«Iberdrola,euskara
inicia,euskara
el,euskara
segundo,euskara
mayor,euskara
parque,euskara
eólico,euskara
vasco»,euskara
noticias,euskara
de,euskara
Gipuzkoa,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
↑,euskara
(Frantsesez),euskara
Le,euskara
"Lay,",euskara
Alain.,euskara
«Le,euskara
projet,euskara
des,euskara
éoliennes,euskara
abandonné»,euskara
sud,euskara
ouest,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
(Frantsesez),euskara
«Un,euskara
parc,euskara
d’éoliennes,euskara
flottantes,euskara
pour,euskara
alimenter,euskara
le,euskara
G7,euskara
à,euskara
Biarritz»,euskara
le,euskara
marin,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
«I-ENER»,euskara
Plone,euskara
site,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-21),euskara
.,euskara
↑,euskara
"Petxarroman,",euskara
Iñaki.,euskara
«'EUSKADI',euskara
ETA,euskara
'EUSKAL,euskara
"HERRIA',",euskara
NAHAS-MAHAS»,euskara
Berria,euskara
(Noiz,euskara
kontsultatua:,euskara
2021-11-15),euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
Información,euskara
general,euskara
de,euskara
las,euskara
enseñanzas,euskara
de,euskara
idiomas.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-10),euskara
.,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
↑,euskara
«Komunitateak»,euskara
eoip.educacion.navarra.es,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-10),euskara
.,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
↑,euskara
"Aldekoa,",euskara
Iñaki,euskara
.,euskara
Historia,euskara
de,euskara
la,euskara
Literatura,euskara
Vasca,euskara
.,euskara
Donostia:,euskara
"Erein,",euskara
2004.,euskara
↑,euskara
"Mitxelena,",euskara
Koldo,euskara
.,euskara
Historia,euskara
de,euskara
la,euskara
literatura,euskara
vasca.,euskara
1960.,euskara
Donostia:,euskara
"Erein,",euskara
1988.,euskara
↑,euskara
https://www.etxepare.eus/media/uploads/publicaciones/xx_mendeko_euskal_literatura.pdf,euskara
[,euskara
Betiko,euskara
hautsitako,euskara
esteka,euskara
],euskara
↑,euskara
(Ingelesez),euskara
"Gabilondo,",euskara
Joseba.,euskara
Before,euskara
Babel,euskara
:,euskara
a,euskara
history,euskara
of,euskara
Basque,euskara
literatures.,euskara
ISBN,euskara
978-1-5308-6832-2,euskara
.,euskara
PMC,euskara
950465512,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-20),euskara
.,euskara
↑,euskara
Jiménez,euskara
de,euskara
"Rada,",euskara
Rodrigo,euskara
Verfasser.,euskara
Historia,euskara
de,euskara
rebus,euskara
Hispaniae,euskara
sive,euskara
Historia,euskara
Gothica.,euskara
Brepols,euskara
Publishers,euskara
PMC,euskara
1074732973,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-20),euskara
.,euskara
↑,euskara
a,euskara
b,euskara
c,euskara
d,euskara
e,euskara
Euskal,euskara
Herriko,euskara
pentsamenduaren,euskara
gida.,euskara
Udako,euskara
Euskal,euskara
Unibertsitatea,euskara
2012,euskara
ISBN,euskara
978-84-8438-435-9,euskara
.,euskara
PMC,euskara
864226129,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-20),euskara
.,euskara
↑,euskara
"Urrutia,",euskara
Manuel,euskara
Ma.,euskara
(Manuel,euskara
María).,euskara
(1997).,euskara
Evolución,euskara
del,euskara
pensamiento,euskara
político,euskara
de,euskara
Unamuno.,euskara
Universidad,euskara
de,euskara
Deusto,euskara
ISBN,euskara
978-84-9830-843-3,euskara
.,euskara
PMC,euskara
605220589,euskara
.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-20),euskara
.,euskara
↑,euskara
Azurmendi,euskara
"Otaegi,",euskara
Joxe.,euskara
(2012).,euskara
(AR),euskara
Unamunoren,euskara
atarian.,euskara
(Noiz,euskara
kontsultatua:,euskara
2019-11-20),euskara
.,euskara
↑,euskara
"Altzibar,",euskara
"X.:""XX.",euskara
mendeko,euskara
euskal,euskara
literatura:,euskara
"saiakera""",euskara
In,euskara
Mari,euskara
Jose,euskara
"Olaziregi,",euskara
Euskal,euskara
literaturaren,euskara
historia,euskara
",",euskara
Donostia:,euskara
"EIZEI,",euskara
2011,euskara
↑,euskara
"Iturriotz,",euskara
A.,euskara
2010:,euskara
"""Zergatik",euskara
"Azurmendi?""",euskara
Hegats,euskara
",",euskara
45:9-17,euskara
↑,euskara
Ainhoa,euskara
"Sarasola,",euskara
«Mendeurrenak,euskara
albiste,euskara
izango,euskara
dira,euskara
2015ean»,euskara
",",euskara
Berria,euskara
2015-01-02,euskara
↑,euskara
Zeruko,euskara
Argia,euskara
",",euskara
1965-01-24.,euskara
↑,euskara
World's,euskara
50,euskara
Best,euskara
Restaurants,euskara
↑,euskara
"Gartzia,",euskara
Pruden.,euskara
EUSKALDUN,euskara
FEDEDUN,euskara
|,euskara
Elkar,euskara
Argitaletxea.,euskara
(Noiz,euskara
kontsultatua:,euskara
2024-10-25),euskara
.,euskara
↑,euskara
(Gaztelaniaz),euskara
"""Diversidad",euskara
religiosa,euskara
en,euskara
Euskadi.,euskara
¿Es,euskara
la,euskara
religión,euskara
un,euskara
factor,euskara
para,euskara
la,euskara
"desigualdad?""",euskara
in,euskara
Dimensiones,euskara
desde,euskara
la,euskara
desigualdad,euskara
Julia,euskara
Shershneva,euskara
Zastavnaia,euskara
(arg.).,euskara
Ikuspegi,euskara
ISSN,euskara
978-84-1319-530-8,euskara
.,euskara
.,euskara
"Ikus,",euskara
gainera,euskara
Estaturik,euskara
gabeko,euskara
nazioak,euskara
Europako,euskara
hizkuntza,euskara
gutxituak,euskara
Euskaldun,euskara
Euzkadi,euskara
Euskal,euskara
Herria,euskara
(Frantziako,euskara
herrialdea),euskara
Nafarroa,euskara
Euskadi,euskara
Ipar,euskara
Euskal,euskara
Herria,euskara
Hego,euskara
Euskal,euskara
Herria,euskara
Euskal,euskara
Herriko,euskara
egituraketa,euskara
politikoa,euskara
Kanpo,euskara
estekak,euskara
Euskarazko,euskara
Wikipedian,euskara
bada,euskara
atari,euskara
"bat,",euskara
gai,euskara
hau,euskara
duena:,euskara
Euskal,euskara
Wikiatlasa,euskara
Wikiztegian,euskara
orri,euskara
bat,euskara
dago,euskara
honi,euskara
buruz:,euskara
euskal,euskara
herria,euskara
.,euskara
"Udalbiltza,",euskara
Euskal,euskara
Herriko,euskara
lehen,euskara
instituzio,euskara
nazionala,euskara
(Gaztelaniaz),euskara
(Frantsesez),euskara
(Ingelesez),euskara
Udalerri,euskara
Euskaldunen,euskara
Mankomunitatea,euskara
Euskal,euskara
Herriko,euskara
ekonomiaren,euskara
eta,euskara
gizartearen,euskara
atlasa,euskara
(Frantsesez),euskara
(Gaztelaniaz),euskara
(Ingelesez),euskara
Euskal,euskara
Herriko,euskara
eskualdeen,euskara
mapa,euskara
(Gaztelaniaz),euskara
(Frantsesez),euskara
(Ingelesez),euskara
Euskal,euskara
Herria,euskara
gaikako,euskara
mapak,euskara
(Gaztelaniaz),euskara
(Frantsesez),euskara
(Ingelesez),euskara
42°52′56″N,euskara
1°55′2″W,euskara
﻿,euskara
/,euskara
﻿,euskara
42.88222°N,euskara
1.91722°W,euskara
﻿,euskara
/,euskara
42.88222;,euskara
-1.91722,euskara
Autoritate,euskara
kontrola,euskara
Wikimedia,euskara
proiektuak,euskara
Datuak:,euskara
Q47588,euskara
Multimedia:,euskara
Basque,euskara
Country,euskara
/,euskara
Q47588,euskara
Identifikadoreak,euskara
WorldCat,euskara
VIAF,euskara
:,euskara
234692152,euskara
ISNI,euskara
:,euskara
0000000123153219,euskara
BNE,euskara
:,euskara
XX450547,euskara
BNF,euskara
:,euskara
11934078c,euskara
(data),euskara
GND,euskara
:,euskara
4256908-4,euskara
LCCN,euskara
:,euskara
n84080195,euskara
BIBSYS,euskara
:,euskara
5040886,euskara
Lekuak,euskara
OSM,euskara
:,euskara
11107464,euskara
Datuak:,euskara
Q47588,euskara
Multimedia:,euskara
Basque,euskara
Country,euskara
/,euskara
Q47588,euskara
i,euskara
e,euskara
a,euskara
Europako,euskara
estaturik,euskara
gabeko,euskara
nazioak,euskara
eta,euskara
herrialdeak,euskara
Aostako,euskara
Harana,euskara
·,euskara
Bretainia,euskara
·,euskara
Eskozia,euskara
·,euskara
Euskal,euskara
Herria,euskara
·,euskara
Faroeak,euskara
·,euskara
Flandria,euskara
·,euskara
Gagauzia,euskara
·,euskara
Gales,euskara
·,euskara
Galizia,euskara
·,euskara
Irlanda,euskara
**,euskara
·,euskara
Katalan,euskara
Herriak,euskara
·,euskara
Kornualles,euskara
·,euskara
Korsika,euskara
·,euskara
Laponia,euskara
·,euskara
Man,euskara
·,euskara
Okzitania,euskara
·,euskara
Sardinia,euskara
*,euskara
Silesia,euskara
Garaia,euskara
·,euskara
Sizilia,euskara
·,euskara
Valonia,euskara
*,euskara
Hego,euskara
Tirol,euskara
*,euskara
Frisia,euskara
Irlandaren,euskara
3/4ak,euskara
barne,euskara
hartzen,euskara
dituen,euskara
Irlandako,euskara
Errepublika,euskara
estatua,euskara
"badago,",euskara
baina,euskara
ez,euskara
du,euskara
herrialde,euskara
edo,euskara
uhartea,euskara
osoa,euskara
barne,euskara
hartzen.,euskara
i,euskara
e,euskara
a,euskara
Euskal,euskara
Herriko,euskara
herrialdeak,euskara
Araba,euskara
·,euskara
Bizkaia,euskara
·,euskara
Gipuzkoa,euskara
·,euskara
Lapurdi,euskara
·,euskara
Nafarroa,euskara
Beherea,euskara
·,euskara
Nafarroa,euskara
Garaia,euskara
·,euskara
Zuberoa,euskara
i,euskara
e,euskara
a,euskara
Euskal,euskara
